left_norm,right_norm,charsim,wordsim,ratio,partialratio,tokensort,tokenset,levenstein,jaro_winkler,first_letter_jaccard,combined_len,len_ratio,dc_reg_eq,openai_pred
american assn for justice,ctr for consumer law and economic justice,0.2654766167002754,0.32335199592515407,0.5151515151515151,0.6111111111111112,0.5757575757575757,0.6111111111111112,0.3902439024390244,0.6388617886178861,0.5,4.189654742026425,0.6097560975609756,9.494820782005434e-05,0.09999999999999998
dc coalition against domestic violence,washington state coalition against domestic violence,0.7813148781806067,0.7053568437252463,0.8,0.972972972972973,0.7777777777777779,0.9589041095890412,0.6923076923076923,0.7224846303793672,0.6666666666666666,4.499809670330265,0.7307692307692307,0.0001481169843435717,0.0
south dakota states attorneys assn,south dakota trucking assn,0.5218603362434955,0.6284809617490732,0.7,0.7142857142857143,0.6333333333333333,0.7906976744186046,0.5882352941176471,0.8564964447317388,0.75,4.0943445622221,0.7647058823529411,1.4953151421790477e-06,0.050000000000000044
american council of the blind,natl fed of the blind,0.5096486798153307,0.6427002628977003,0.6,0.8,0.6,0.7272727272727272,0.48275862068965514,0.6963145411421273,0.42857142857142855,3.912023005428146,0.7241379310344828,1.6968391558981488e-05,0.15000000000000002
american assn of public health physicians,american health care assn,0.391136835052655,0.44524655800316826,0.5757575757575757,0.6842105263157895,0.6060606060606061,0.8888888888888888,0.41463414634146345,0.8440212089077413,0.4,4.189654742026425,0.6097560975609756,2.2314721636602667e-05,0.09999999999999998
california chamber of commerce,longview chamber of commerce,0.5683206196529607,0.6182850649809649,0.8275862068965517,0.8679245283018868,0.6551724137931035,0.8275862068965517,0.7,0.7329365079365079,0.6666666666666666,4.060443010546419,0.9333333333333333,6.813100162262536e-05,0.0
foundry,foundry grp,0.7912077238806814,0.8406250838069064,0.7777777777777779,1.0,0.7777777777777779,1.0,0.6363636363636364,0.9272727272727272,0.5,2.8903717578961645,0.6363636363636364,0.004779647371004996,0.8
roughrider inst,roughrider policy ctr,0.7271030665168575,0.7224481807755342,0.7222222222222221,0.8461538461538461,0.6666666666666667,0.8,0.6190476190476191,0.8971428571428571,0.25,3.58351893845611,0.7142857142857143,0.0002174561525126671,0.9
children’s ctr,children’s law ctr,0.8011806476158111,0.8331001229286149,0.875,0.88,0.875,1.0,0.7777777777777778,0.9555555555555556,0.5,3.4657359027997265,0.7777777777777778,1.2056993107344915e-05,0.19999999999999996
disability rights california,disability rights louisiana,0.6368611118921976,0.6709417274904996,0.8,0.8163265306122449,0.6181818181818182,0.8,0.75,0.9477566137566137,0.5,4.007333185232471,0.9642857142857143,5.7873182150447625e-05,0.09999999999999998
league of conservation voters,league of women voters maryland chapter,0.48437105956834475,0.5269924646741784,0.5882352941176471,0.7843137254901962,0.5882352941176471,0.7111111111111111,0.4871794871794872,0.8385941644562334,0.6666666666666666,4.219507705176107,0.7435897435897436,5.042860903793568e-05,0.050000000000000044
american ctr for law and justice,freedom and justice fdn,0.3743692607271223,0.3736498809104099,0.509090909090909,0.6857142857142857,0.5454545454545454,0.6470588235294117,0.3125,0.6662614416475973,0.6,4.007333185232471,0.71875,7.860540596478995e-05,0.19999999999999996
inst for justice,public justice inst,0.4759664072380073,0.7041310205255511,0.5142857142857142,0.6,0.6857142857142857,0.8571428571428571,0.3157894736842105,0.6549707602339181,0.5,3.5553480614894135,0.8421052631578947,8.298333007582403e-05,0.30000000000000004
american civil liberties union fdn,arkansas civil liberties fdn,0.630912776007505,0.6710610537554167,0.7741935483870968,0.8,0.7741935483870968,0.8085106382978724,0.6470588235294117,0.7314075630252102,0.8,4.127134385045092,0.8235294117647058,0.00015372604075033396,0.09999999999999998
plymouth congregational united church of christ,united church of christ,0.636405566117454,0.6492165275821966,0.657142857142857,1.0,0.657142857142857,1.0,0.4893617021276596,0.6316990440949738,0.75,4.248495242049359,0.48936170212765956,1.3907414848393448e-05,0.9
atlantic union conference of seventh-day adventists,general conference of seventh-day adventists,0.8277902877880399,0.7723261873924636,0.8210526315789474,0.926829268292683,0.7578947368421054,0.9,0.7450980392156863,0.739468211527035,0.6666666666666666,4.553876891600541,0.8627450980392157,0.0011915273987104808,0.15000000000000002
faith and freedom fdn,justice and freedom fund,0.6172413660536896,0.4424784088849792,0.7111111111111111,0.7894736842105263,0.48888888888888893,0.6875,0.6666666666666667,0.7764550264550265,0.6666666666666666,3.8066624897703196,0.875,0.0005610112998782631,0.09999999999999998
homeless advocacy project,rhode island homeless advocacy project,0.7687340202852226,0.7231646556503427,0.7936507936507937,1.0,0.7936507936507937,1.0,0.6578947368421053,0.7659649122807018,0.6,4.143134726391533,0.6578947368421053,0.0036012374111913607,0.30000000000000004
alaska trucking assn,california trucking assn,0.6269085996931997,0.5700141401044282,0.7727272727272727,0.8571428571428572,0.6363636363636364,0.7878787878787878,0.7083333333333333,0.6959150326797386,0.6666666666666666,3.784189633918261,0.8333333333333334,0.007459656573634952,0.050000000000000044
disability rights florida,disability rights mississippi,0.5530016249509628,0.613355956236654,0.7037037037037037,0.8444444444444444,0.7037037037037037,0.8095238095238095,0.6551724137931034,0.8830344827586206,0.5,3.9889840465642745,0.8620689655172413,7.695395277317895e-05,0.050000000000000044
florida interfaith coalition for reproductive health and justice,interfaith voices for reproductive justice,0.6218771332396278,0.6387751852705966,0.7169811320754718,0.7619047619047619,0.6603773584905661,0.9090909090909091,0.59375,0.7091269841269842,0.5,4.663439094112067,0.65625,0.0004589615778366142,0.30000000000000004
arizona republican party,north carolina republican party,0.6392577046530791,0.6205771206645881,0.8,0.9166666666666665,0.8,0.8,0.6774193548387097,0.7551620695028829,0.4,4.007333185232471,0.7741935483870968,0.00024403125594186486,0.0
authors alliance,authors guild,0.5197188943181305,0.6450284250536975,0.6206896551724138,0.782608695652174,0.48275862068965514,0.7,0.5625,0.8588461538461538,0.5,3.367295829986474,0.8125,0.0024028797633077028,0.09999999999999998
colorado criminal defense bar,criminal defense attorneys,0.5433762998406899,0.56010860111196,0.6909090909090909,0.826086956521739,0.7272727272727273,0.7619047619047619,0.4137931034482759,0.6696286472148542,0.5,4.007333185232471,0.896551724137931,0.0,0.19999999999999996
aclu of the district of columbia,district of columbia hospital assn,0.6057592137570071,0.6291455680585489,0.6060606060606061,0.7692307692307692,0.7272727272727273,0.8163265306122449,0.23529411764705888,0.7052224736048265,0.6666666666666666,4.189654742026425,0.9411764705882353,2.66032088233195e-05,0.050000000000000044
asian pacific american labor alliance,asian pacific american labor alliance afl-cio,0.8229402112088533,0.7522718602578525,0.9024390243902439,1.0,0.9024390243902439,1.0,0.8222222222222222,0.9644444444444444,1.0,4.406719247264253,0.8222222222222222,7.879205902329514e-05,0.95
aci-financial markets assn,securities and financial markets assn,0.6120810232415729,0.5985209711595387,0.7619047619047619,0.9166666666666665,0.5714285714285714,0.7301587301587301,0.6486486486486487,0.7324047124047124,0.5,4.143134726391533,0.7027027027027027,5.842188491758542e-05,0.4
arc of the united states,public advocate of the u.s.,0.237665220640466,0.1819268450367931,0.4705882352941176,0.5641025641025641,0.4705882352941176,0.5882352941176471,0.18518518518518523,0.6388888888888888,0.6666666666666666,3.9318256327243257,0.8888888888888888,3.7277461596000825e-05,0.19999999999999996
assn of california water agencies,clean water action,0.26308646339643305,0.2918431329434663,0.5098039215686274,0.6470588235294117,0.5490196078431373,0.5490196078431372,0.36363636363636365,0.6515151515151515,0.75,3.9318256327243257,0.5454545454545454,0.0052170166397528545,0.8
first amendment clinics,pennsylvania ctr for the first amendment,0.48712058143449016,0.5386013754751253,0.4761904761904761,0.7894736842105263,0.5714285714285714,0.7894736842105263,0.17500000000000004,0.6145732689210951,0.6,4.143134726391533,0.575,6.592698508855895e-05,0.30000000000000004
american conservative union fdn,american conservative union fdn nolan ctr for justice,0.7384848891594048,0.7029888684192879,0.7380952380952381,1.0,0.7380952380952381,1.0,0.5849056603773585,0.9169811320754717,0.6666666666666666,4.430816798843313,0.5849056603773585,0.0002152047869637604,0.9
asian american legal defense and education fund,conservative legal defense and education fund,0.7175609172016064,0.7008506461962523,0.8043478260869565,0.8641975308641976,0.7608695652173914,0.8311688311688311,0.7234042553191489,0.7633175728920408,0.8333333333333334,4.5217885770490405,0.9574468085106383,6.859131088480022e-05,0.050000000000000044
disability rights florida,indiana disability rights,0.6379496225245094,0.6269607745378267,0.68,0.8095238095238095,0.84,0.84,0.36,0.6996491228070175,0.5,3.912023005428146,1.0,0.0005990117830548227,0.09999999999999998
ctr for justice and freedom,faith and freedom fdn,0.461677444479928,0.44072522214799165,0.5833333333333333,0.7272727272727273,0.625,0.6875,0.37037037037037035,0.6181657848324514,0.5,3.871201010907891,0.7777777777777778,0.0,0.30000000000000004
alliance san diego,lawyers club of san diego,0.5052238813350869,0.6462464269915787,0.6046511627906976,0.7142857142857143,0.5116279069767442,0.6666666666666665,0.48,0.6555555555555556,0.3333333333333333,3.7612001156935624,0.72,5.553242722663058e-05,0.09999999999999998
east bay community law ctr,east bay family defenders,0.3917402375543495,0.617988017499231,0.5490196078431373,0.5909090909090908,0.5098039215686274,0.5098039215686274,0.46153846153846156,0.8314751131221719,0.3333333333333333,3.9318256327243257,0.9615384615384616,5.61693935209131e-05,0.09999999999999998
montana-northern wyoming conference united church of christ,united church of christ,0.5550129573744905,0.611397755389992,0.5609756097560976,1.0,0.5609756097560976,1.0,0.38983050847457623,0.5756894077492921,0.6,4.406719247264253,0.3898305084745763,6.266845782203296e-05,0.15000000000000002
small business and entrepreneurship council,small business assn,0.5562320215153435,0.6218446802057392,0.5806451612903225,0.9444444444444444,0.5483870967741935,0.8484848484848484,0.41860465116279066,0.8620835033319734,0.6,4.127134385045092,0.4418604651162791,0.00016799572004822836,0.30000000000000004
florence immigrant and refugee rights project,tennessee immigrant and refugee rights coalition,0.7073612653564273,0.6048635853744486,0.7526881720430108,0.8,0.6881720430107527,0.767123287671233,0.6875,0.7202077077077077,0.42857142857142855,4.532599493153256,0.9375,0.00014362986883594632,0.09999999999999998
public defender assn,public defender assn of iowa,0.768760882199903,0.7464075511196064,0.8333333333333335,1.0,0.8333333333333335,1.0,0.7142857142857143,0.9428571428571428,0.6,3.871201010907891,0.7142857142857143,1.072841101686243e-05,0.15000000000000002
alabama criminal defense lawyers assn,pennsylvania assn of criminal defense lawyers,0.6088594339050734,0.6907093711651304,0.7073170731707318,0.8064516129032258,0.7073170731707318,0.8787878787878788,0.5333333333333333,0.7235599235599235,0.6666666666666666,4.406719247264253,0.8222222222222222,0.0001492103318862238,0.050000000000000044
american assn of public health physicians,american public health assn,0.6506752541054117,0.7376214174572148,0.7352941176470589,0.7037037037037037,0.7941176470588236,1.0,0.6097560975609756,0.8724480578139115,0.75,4.219507705176107,0.6585365853658537,0.0003524608020332917,0.09999999999999998
aci-financial markets assn,securities industry and financial markets assn,0.5367191175644234,0.5451641514654268,0.6666666666666667,0.9166666666666665,0.5555555555555556,0.6388888888888888,0.5217391304347826,0.6883389074693422,0.4,4.276666119016055,0.5652173913043478,4.270334880714054e-05,0.19999999999999996
ctr for public justice,public justice inst,0.6961763661308139,0.6700288028055563,0.6829268292682926,0.8484848484848484,0.7804878048780488,0.8484848484848484,0.40909090909090906,0.6897926634768741,0.4,3.713572066704308,0.8636363636363636,0.00012456125207461672,0.30000000000000004
aclu of the district of columbia,federal public defender for the district of oregon,0.3290497620810218,0.33746686618543237,0.5609756097560976,0.6779661016949151,0.4390243902439024,0.6818181818181819,0.4,0.645,0.42857142857142855,4.406719247264253,0.64,9.257168064905583e-05,0.050000000000000044
mississippi college,mississippi in action,0.7037615345043651,0.5466576258064968,0.7,0.7741935483870968,0.7,0.7333333333333333,0.5714285714285714,0.8807017543859649,0.25,3.6888794541139363,0.9047619047619048,0.00012545537836508382,0.050000000000000044
american free enterprise chamber of commerce,maryland chamber of commerce,0.531704166664845,0.5350565212596955,0.6666666666666667,0.8333333333333335,0.5833333333333333,0.8085106382978724,0.5454545454545454,0.6603463203463203,0.3333333333333333,4.276666119016055,0.6363636363636364,7.864468034317198e-05,0.09999999999999998
conservative legal defense and education fund,equally american legal defense and education fund,0.6829486110227773,0.6027557568808378,0.7659574468085107,0.8641975308641976,0.7021276595744681,0.8311688311688311,0.7142857142857143,0.7600718065003779,0.8333333333333334,4.543294782270004,0.9183673469387755,4.0072918897333555e-05,0.050000000000000044
aasa the school superintendents assn,aasa-the school superintendents assn,0.8445808834981593,0.9999999999999999,0.9722222222222221,0.9722222222222221,0.8888888888888888,0.9722222222222223,0.9722222222222222,0.9146031746031745,0.6666666666666666,4.276666119016055,1.0,4.753287563782234e-05,0.95
access housing district of columbia,district of columbia hospital assn,0.586941098381923,0.5993414775382407,0.5797101449275363,0.7407407407407408,0.8405797101449275,0.8405797101449275,0.17142857142857137,0.7070339246809835,1.0,4.23410650459726,0.9714285714285714,1.411004907802665e-05,0.0
california public defenders assn,mississippi public defenders assn,0.511138544859689,0.6850083127712407,0.7384615384615385,0.8363636363636364,0.6461538461538461,0.7924528301886792,0.696969696969697,0.797979797979798,0.6,4.174387269895637,0.9696969696969697,0.005562768835875007,0.09999999999999998
energy transfer partners l.p.,kinder morgan energy partners l.p.,0.6205212696005148,0.4215332722719577,0.7301587301587302,0.8163265306122449,0.6349206349206349,0.8163265306122449,0.6176470588235294,0.7460602278046498,0.5,4.143134726391533,0.8529411764705882,0.01460902330269825,0.09999999999999998
california attorneys for criminal justice,maryland criminal defense attorneys’ assn,0.46104812611904894,0.5089027832152564,0.4390243902439024,0.5161290322580645,0.5365853658536586,0.5609756097560975,0.12195121951219512,0.655452761424166,0.3333333333333333,4.406719247264253,1.0,0.000996918771092587,0.7
alabama criminal defense lawyers assn,texas criminal defense lawyers assn,0.7539224314220088,0.7343705194936208,0.8611111111111112,0.9393939393939393,0.8055555555555556,0.90625,0.8378378378378378,0.7788184497861916,0.8,4.276666119016055,0.9459459459459459,9.498383645749993e-05,0.050000000000000044
ctr for lng,nextdecade lng,0.3687481991603114,0.6029277350014963,0.4,0.5333333333333333,0.24,0.42857142857142855,0.3571428571428571,0.6024531024531025,0.25,3.2188758248682006,0.7857142857142857,0.02428813317421514,0.8
impact fund,impact partners,0.5141751717136581,0.638365670586025,0.6153846153846154,0.7777777777777779,0.4615384615384615,0.7058823529411765,0.5333333333333333,0.8521212121212122,0.3333333333333333,3.258096538021482,0.7333333333333333,2.058273319786707e-05,0.30000000000000004
american mining rights assn,arizona mining assn,0.36476726865962183,0.6107407445006834,0.6956521739130435,0.6857142857142857,0.6956521739130435,0.7333333333333333,0.5555555555555556,0.8043687650498796,0.6666666666666666,3.828641396489095,0.7037037037037037,0.0,0.15000000000000002
central alabama fair housing ctr,fair housing justice ctr,0.4743502003413226,0.6086312164413353,0.5714285714285714,0.8,0.5714285714285714,0.8,0.28125,0.5307539682539683,0.6,4.02535169073515,0.75,0.0003290581593893145,0.4
central pacific conference of the united church of christ,rocky mountain conference of the united church of christ,0.6764314220235174,0.655194559316699,0.831858407079646,0.8686868686868688,0.7610619469026548,0.8351648351648352,0.7543859649122807,0.7618898436567609,0.5714285714285714,4.727387818712341,0.9824561403508771,1.9617428785482342e-05,0.050000000000000044
ctr for u.s. policy,family policy inst of washington,0.1892774451992676,0.36392853200766545,0.3137254901960784,0.5,0.4705882352941176,0.48,0.1875,0.5299707602339181,0.2857142857142857,3.9318256327243257,0.59375,8.550107995434032e-05,0.09999999999999998
inst for indian development,italian assn for women in development,0.6254049527383877,0.3837164146989225,0.71875,0.7924528301886792,0.71875,0.71875,0.5945945945945945,0.7727766227766228,0.6,4.1588830833596715,0.7297297297297297,2.1634260401391205e-05,0.050000000000000044
tennessee municipal attorneys assn,washington state assn of municipal attorneys,0.5864558445889582,0.6310946391237954,0.641025641025641,0.75,0.7435897435897436,0.8275862068965517,0.4545454545454546,0.721565752400667,0.3333333333333333,4.356708826689592,0.7727272727272727,8.986548300279483e-05,0.0
alabama trucking assn,american trucking assn,0.5916429913739678,0.6325658703648537,0.7906976744186046,0.8108108108108109,0.7906976744186046,0.7906976744186046,0.7272727272727273,0.7511459129106188,1.0,3.7612001156935624,0.9545454545454546,0.009461343060736581,0.09999999999999998
alabama ctr for law and liberty,ctr for american liberty,0.46204477369346686,0.6158210258909386,0.6909090909090909,0.8085106382978724,0.7272727272727273,0.7692307692307692,0.5161290322580645,0.7261648745519714,1.0,4.007333185232471,0.7741935483870968,6.823179651820009e-05,0.15000000000000002
children’s ctr,ctr for law and military policy,0.033544803032726,0.17066022379790516,0.2666666666666667,0.38095238095238093,0.2666666666666667,0.35294117647058826,0.16129032258064513,0.4848310291858679,0.16666666666666666,3.8066624897703196,0.45161290322580644,0.00014645416695244042,0.30000000000000004
due process inst,jane’s due process,0.553769705430562,0.7737193468006606,0.6470588235294117,0.814814814814815,0.8235294117647058,0.8235294117647058,0.33333333333333337,0.6910612535612536,0.5,3.5263605246161616,0.8888888888888888,2.824616913768261e-05,0.30000000000000004
act,act | the app assn,0.1948586844395441,0.6355004370059635,0.2857142857142857,1.0,0.2857142857142857,1.0,0.16666666666666663,0.8055555555555557,0.3333333333333333,3.044522437723423,0.16666666666666666,6.896024661058607e-05,0.19999999999999996
disability rights bar assn,disability rights texas,0.7133996598380485,0.6527825014002192,0.8163265306122449,0.8837209302325582,0.6938775510204082,0.85,0.7692307692307692,0.9277591973244148,0.4,3.8918202981106265,0.8846153846153846,4.92768847060146e-05,0.30000000000000004
oca south florida chapter,org of chinese americans (oca) south florida chapter,0.6144604436524324,0.7808294037556656,0.6493506493506493,0.96,0.5974025974025974,0.9130434782608695,0.4807692307692307,0.5948717948717949,0.6666666666666666,4.343805421853684,0.4807692307692308,0.00022342169534029995,0.95
california women’s law ctr,independent women’s law ctr,0.5271148658373479,0.6401211548162803,0.679245283018868,0.7727272727272727,0.6037735849056604,0.7317073170731707,0.5925925925925926,0.6937321937321937,0.75,3.970291913552122,0.9629629629629629,7.255573646823224e-05,0.19999999999999996
catholic conferences of minnesota,tennessee catholic conference,0.6377718030395187,0.2655712905753314,0.6129032258064516,0.7916666666666665,0.7741935483870968,0.7741935483870968,0.2727272727272727,0.6988418669453152,0.25,4.127134385045092,0.8787878787878788,7.281172914196803e-05,0.09999999999999998
american fed of state county and municipal employees afl-cio,american fed of teachers (afl-cio),0.4054217763318855,0.6044852688392964,0.6382978723404256,0.7586206896551724,0.574468085106383,0.6122448979591837,0.4666666666666667,0.8364705882352942,0.3333333333333333,4.543294782270004,0.5666666666666667,0.0001267733306762724,0.050000000000000044
community health ctr alliance for patient access,texas alliance for patient access,0.6938124459282583,0.7638077027179262,0.7654320987654322,0.9206349206349206,0.6666666666666667,0.9,0.625,0.7327101661779082,0.5,4.394449154672439,0.6875,3.819271258856302e-05,0.15000000000000002
paypal,paypal holdings,0.6928587534381841,0.7674081408317343,0.5714285714285714,1.0,0.5714285714285714,1.0,0.4,0.88,0.5,3.044522437723423,0.4,8.725239472599763e-05,0.9
trust and safety fdn,trust women fdn,0.3685566132141507,0.6172692522824706,0.6285714285714286,0.6666666666666667,0.5142857142857142,0.75,0.55,0.8633333333333333,0.4,3.5553480614894135,0.75,3.487990713800049e-05,0.09999999999999998
community legal services,community legal services of philadelphia,0.6351882122960951,0.7216024671254115,0.75,1.0,0.75,1.0,0.6,0.92,0.6,4.1588830833596715,0.6,1.792299607521408e-05,0.9
american assn of university professors,american assn of university women-michigan chapter,0.4479112721078234,0.3744580133930477,0.7045454545454546,0.8571428571428572,0.6590909090909092,0.8307692307692308,0.5800000000000001,0.8839210526315789,0.5,4.477336814478207,0.76,2.3450409878513933e-05,0.09999999999999998
american vaping manufacturers assn,american vapor manufacturers assn,0.8080288642910852,0.5496532242928192,0.9253731343283582,0.9090909090909091,0.9253731343283582,0.9253731343283582,0.9117647058823529,0.9508768903455811,1.0,4.204692619390966,0.9705882352941176,0.0011296738678286714,0.95
asset management grp of the securities industry and financial markets assn,securities and financial markets assn,0.6885729543440954,0.7070094823123617,0.6666666666666667,0.8529411764705883,0.6666666666666667,1.0,0.5,0.6457339692633811,0.5,4.709530201312334,0.5,0.0006246518476949518,0.9
colorado farm bureau,state farm bureau org of colorado,0.6963366386626468,0.8088689015181171,0.49056603773584906,0.7027027027027026,0.7547169811320755,1.0,0.303030303030303,0.594949494949495,0.6,3.970291913552122,0.6060606060606061,0.0009372611047214711,0.6
heritage defense fdn,jewish heritage fdn,0.5530513800396201,0.7002227791928416,0.6153846153846154,0.6896551724137931,0.6153846153846154,0.7741935483870968,0.4,0.6694235588972429,0.5,3.6635616461296463,0.95,0.0,0.19999999999999996
illinois state medical soc,michigan state medical soc,0.5974450690028259,0.7006350483262312,0.8076923076923077,0.8444444444444444,0.6538461538461539,0.8076923076923077,0.7307692307692308,0.8241758241758242,0.6666666666666666,3.9512437185814275,1.0,2.586270110067405e-05,0.050000000000000044
natl assn of medical examiners,natl medical assn,0.5754086345679897,0.6334679181827467,0.6382978723404256,0.6923076923076923,0.7234042553191489,1.0,0.5,0.8427450980392157,0.6,3.8501476017100584,0.5666666666666667,5.750091512720667e-06,0.09999999999999998
colorado coalition against sexual assault,south carolina coalition against domestic violence and sexual assault,0.5692254255822008,0.6278805992161036,0.6727272727272726,0.657142857142857,0.6363636363636364,0.8767123287671232,0.5217391304347826,0.7183928361022741,0.6,4.700480365792417,0.5942028985507246,8.520472128207715e-05,0.09999999999999998
american maritime assn,pacific maritime assn,0.623272831929068,0.7599194446768377,0.7906976744186046,0.8205128205128205,0.6046511627906976,0.7906976744186046,0.7272727272727273,0.7431033019268313,0.6666666666666666,3.7612001156935624,0.9545454545454546,3.485126478748245e-05,0.09999999999999998
american civil liberties union,american civil liberties union of nevada,0.8319510243345178,0.8367739996137536,0.8571428571428572,1.0,0.8571428571428572,1.0,0.75,0.95,0.6666666666666666,4.248495242049359,0.75,6.772543264504146e-05,0.19999999999999996
disability rights connecticut,disability rights ohio,0.6521348864170479,0.6058188114459881,0.7843137254901962,0.9047619047619048,0.6666666666666667,0.8717948717948718,0.6896551724137931,0.9197492163009404,0.5,3.9318256327243257,0.7586206896551724,0.00026257645082678746,0.050000000000000044
asian pacific american bar assn of los angeles county,lgbt bar assn of los angeles,0.5776687749375117,0.6344491955268512,0.5925925925925926,0.8571428571428572,0.617283950617284,0.9019607843137254,0.4528301886792453,0.6449910152740341,0.6666666666666666,4.394449154672439,0.5283018867924528,9.225883016052201e-05,0.09999999999999998
bazelon ctr for mental health law,judge david l. bazelon ctr for mental health law,0.7307109050511787,0.7500772319529295,0.814814814814815,1.0,0.814814814814815,1.0,0.6875,0.7544191919191919,0.75,4.394449154672439,0.6875,0.0001774900293925668,0.95
inst for justice,mississippi justice inst,0.32912011826169996,0.6047517819346191,0.5,0.625,0.6,0.8571428571428571,0.41666666666666663,0.5940656565656566,0.5,3.6888794541139363,0.6666666666666666,7.476912047568008e-05,0.19999999999999996
natl assn for rural mental health,natl rural health assn,0.7040528569505604,0.7537172296357876,0.6181818181818182,0.6666666666666667,0.8,1.0,0.48484848484848486,0.841991341991342,0.6666666666666666,4.007333185232471,0.6666666666666666,2.48031646294713e-05,0.09999999999999998
natl fed of independent business small business legal ctr,small business assn,0.6675015267349305,0.7042057985088254,0.42105263157894735,0.8421052631578947,0.4473684210526315,0.8484848484848484,0.2807017543859649,0.6034356725146198,0.2222222222222222,4.330733340286331,0.3333333333333333,0.0009143791199934184,0.19999999999999996
border project,hope border inst,0.42460523108337134,0.6050973292555965,0.5333333333333333,0.64,0.6666666666666667,0.6666666666666665,0.3125,0.6728896103896104,0.25,3.4011973816621555,0.875,0.0014676441544099312,0.15000000000000002
by the hand,by the hand club for kids,0.5595913265358112,0.7323342208572896,0.6111111111111112,1.0,0.6111111111111112,1.0,0.43999999999999995,0.888,0.5,3.58351893845611,0.44,0.03098615539752531,0.95
american nurses assn,natl nurses united,0.569088064051174,0.6488237198110977,0.5263157894736843,0.6451612903225806,0.4736842105263158,0.5263157894736842,0.30000000000000004,0.6166666666666667,0.3333333333333333,3.6375861597263857,0.9,1.6335604064263103e-05,0.15000000000000002
american college of pediatricians,american college of physicians,0.6329935221785548,0.4190614357015907,0.8571428571428572,0.8363636363636364,0.8571428571428572,0.8571428571428571,0.8181818181818181,0.9214141414141415,1.0,4.143134726391533,0.9090909090909091,0.00024363025615781924,0.09999999999999998
american hospital assn,texas hospital assn,0.654849242674396,0.6784794066637714,0.7804878048780488,0.8571428571428572,0.6341463414634146,0.8125,0.7272727272727273,0.7314593301435407,0.6666666666666666,3.713572066704308,0.8636363636363636,0.0007522250915419213,0.09999999999999998
california assn of realtors,texas realtors®,0.39344735405472037,0.6253903526676134,0.5238095238095238,0.75,0.38095238095238093,0.38095238095238093,0.37037037037037035,0.5333333333333333,0.2,3.7376696182833684,0.5555555555555556,0.000797626727166359,0.09999999999999998
asset management grp of the securities industry and financial markets assn,securities industry and financial markets assn,0.7827055190370575,0.7762065807796117,0.7666666666666666,1.0,0.7666666666666666,1.0,0.6216216216216216,0.7216999608303954,0.625,4.787491742782046,0.6216216216216216,0.0015057626331077083,0.85
disability rights california,disability rights vermont,0.6489427066272961,0.635513602279912,0.7547169811320755,0.8372093023255813,0.6415094339622642,0.8095238095238095,0.7142857142857143,0.9084761904761904,0.5,3.970291913552122,0.8928571428571429,0.0005698811576498924,0.050000000000000044
community against violence,native alliance against violence,0.6512840266035523,0.6013169593183469,0.6551724137931035,0.8,0.6896551724137931,0.7619047619047619,0.5625,0.6943299755799757,0.5,4.060443010546419,0.8125,0.0010307784087986837,0.30000000000000004
intl public management assn for human resources,soc for human resource management,0.7302367429431409,0.5088750954835594,0.5,0.7272727272727273,0.75,0.7547169811320755,0.23404255319148937,0.6393311180545223,0.5,4.382026634673881,0.7021276595744681,0.0007047924572162279,0.09999999999999998
assn of criminal defense lawyers of new jersey,florida assn for criminal defense lawyers,0.6226070937214527,0.6045364541331033,0.7126436781609197,0.8493150684931507,0.7126436781609197,0.8285714285714286,0.4782608695652174,0.7387376772318448,0.5,4.465908118654584,0.8913043478260869,7.020905985681722e-05,0.09999999999999998
kentucky republican party,republican party of arizona,0.5153486835760275,0.6470022346789762,0.6153846153846154,0.7804878048780488,0.6923076923076923,0.7804878048780488,0.2592592592592593,0.6474074074074074,0.4,3.9512437185814275,0.9259259259259259,0.0042214902651998495,0.050000000000000044
health alliance,refugee health alliance,0.6619632963847677,0.6724885392662571,0.7894736842105263,1.0,0.7894736842105263,1.0,0.6521739130434783,0.7507246376811594,0.6666666666666666,3.6375861597263857,0.6521739130434783,4.8903434659637495e-05,0.30000000000000004
california attorneys for criminal justice,nevada attorneys for criminal justice,0.7942520490078236,0.7463576670915674,0.8461538461538461,0.9295774647887324,0.7692307692307692,0.8955223880597015,0.7804878048780488,0.7690035803378702,0.8,4.356708826689592,0.9024390243902439,7.960732750345266e-05,0.09999999999999998
autonomic technologies,traxcell technologies,0.4887885605909888,0.3724236737735308,0.6976744186046511,0.8,0.5581395348837209,0.7272727272727272,0.5909090909090908,0.7255591630591631,0.5,3.7612001156935624,0.9545454545454546,0.0001708857824941676,0.30000000000000004
minnesota multi housing assn,washington multi-family housing assn,0.4216172363789727,0.7069250667996307,0.6875,0.7272727272727273,0.59375,0.6,0.5555555555555556,0.7689594356261024,0.75,4.1588830833596715,0.7777777777777778,0.01167343196852127,0.050000000000000044
central pacific conference of the united church of christ,pennsylvania southeast conference of the united church of christ,0.6440730069260798,0.6658897225810054,0.7768595041322314,0.86,0.743801652892562,0.826086956521739,0.71875,0.7599490454076369,0.8333333333333334,4.795790545596741,0.890625,3.6576937969625876e-05,0.050000000000000044
inst for justice,pacific justice inst,0.4273416434429069,0.6491372481400837,0.5555555555555556,0.6451612903225806,0.6666666666666667,0.8571428571428571,0.4,0.6669871794871794,0.5,3.58351893845611,0.8,8.082881435778369e-05,0.30000000000000004
